sh_code;sh_level;kingdom;phylum;class;order;family;genus;species;lowest_taxon;lowest_taxon_level
SH0867654.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella_alliacea;Mortierella_alliacea;species
SH0867852.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeriaceae;Apiosordaria;Apiosordaria_effusa;Apiosordaria_effusa;species
SH0869535.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;Ochroconis;Ochroconis_sp;Ochroconis;genus
SH0873086.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Glomerellales;Glomerellaceae;Colletotrichum;Colletotrichum_petchii;Colletotrichum_petchii;species
SH0876362.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Botryosphaeriales;Phyllostictaceae;Phyllosticta;Phyllosticta_capitalensis;Phyllosticta_capitalensis;species
SH0888542.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH0888744.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_sp;Trechispora;genus
SH0888745.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_sp;Trechispora;genus
SH0890735.10FU;1,5;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Scutellinia;Scutellinia_macrospora;Scutellinia_macrospora;species
SH0897031.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha_sp;Hyaloscypha;genus
SH0897425.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscyphaceae_gen_unspecified;Hyaloscyphaceae_sp;Hyaloscyphaceae_gen_unspecified;genus
SH0897490.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha_sp;Hyaloscypha;genus
SH0897557.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscyphaceae_gen_unspecified;Hyaloscyphaceae_sp;Hyaloscyphaceae_gen_unspecified;genus
SH0897656.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyaloscypha;Hyaloscypha_fuckelii;Hyaloscypha_fuckelii;species
SH0899939.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Meliniomyces;Meliniomyces_sp;Meliniomyces;genus
SH0902975.10FU;1,5;Fungi;Basidiomycota;Basidiomycota_cls_unspecified;Basidiomycota_ord_unspecified;Basidiomycota_fam_unspecified;Basidiomycota_gen_unspecified;Basidiomycota_sp;Basidiomycota_gen_unspecified;genus
SH0905805.10FU;1,5;Fungi;Mucoromycota;Endogonomycetes;GS22;GS22_fam_unspecified;GS22_gen_unspecified;GS22_sp;GS22_gen_unspecified;genus
SH0905816.10FU;1,5;Fungi;Mucoromycota;Endogonomycetes;Endogonomycetes_ord_unspecified;Endogonomycetes_fam_unspecified;Endogonomycetes_gen_unspecified;Endogonomycetes_sp;Endogonomycetes_gen_unspecified;genus
SH0906102.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypomyces;Hypomyces_ochraceus;Hypomyces_ochraceus;species
SH0907986.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Hyphodiscus;Hyphodiscus_sp;Hyphodiscus;genus
SH0908182.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_Incertae_sedis;Humicolopsis;Humicolopsis_cephalosporioides;Humicolopsis_cephalosporioides;species
SH0908426.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0910592.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;Ramariopsis_sp;Ramariopsis;genus
SH0911739.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Amphisphaeriales;Sporocadaceae;Pestalotiopsis;Pestalotiopsis_rhododendri;Pestalotiopsis_rhododendri;species
SH0911814.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH0913165.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Xylariaceae_gen_unspecified;Xylariaceae_sp;Xylariaceae_gen_unspecified;genus
SH0926191.10FU;1,5;Fungi;Chytridiomycota;Chytridiomycota_cls_unspecified;Chytridiomycota_ord_unspecified;Chytridiomycota_fam_unspecified;Chytridiomycota_gen_unspecified;Chytridiomycota_sp;Chytridiomycota_gen_unspecified;genus
SH0928559.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Xerocomus;Xerocomus_sp;Xerocomus;genus
SH0939257.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Paramycosphaerella;Paramycosphaerella_marksii;Paramycosphaerella_marksii;species
SH0939547.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_sp;Penicillium;genus
SH0939754.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_javanicum;Penicillium_javanicum;species
SH0940183.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Aspergillus;Aspergillus_tardus;Aspergillus_tardus;species
SH0940427.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Aspergillaceae;Penicillium;Penicillium_arianeae;Penicillium_arianeae;species
SH0945242.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiales;Tympanidaceae;Tympanidaceae_gen_unspecified;Tympanidaceae_sp;Tympanidaceae_gen_unspecified;genus
SH0945833.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_sp;Oidiodendron;genus
SH0945855.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_tenuissimum;Oidiodendron_tenuissimum;species
SH0945906.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_chlamydosporicum;Oidiodendron_chlamydosporicum;species
SH0945975.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_sp;Oidiodendron;genus
SH0946157.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;Oidiodendron_sp;Oidiodendron;genus
SH0947288.10FU;1,5;Fungi;Chytridiomycota;Chytridiomycota_cls_unspecified;Chytridiomycota_ord_unspecified;Chytridiomycota_fam_unspecified;Chytridiomycota_gen_unspecified;Chytridiomycota_sp;Chytridiomycota_gen_unspecified;genus
SH0949349.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0953354.10FU;1,5;Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;Branch01;Branch01_fam_unspecified;Branch01_gen_unspecified;Branch01_sp;Branch01_gen_unspecified;genus
SH0953356.10FU;1,5;Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;Branch01;Branch01_fam_unspecified;Branch01_gen_unspecified;Branch01_sp;Branch01_gen_unspecified;genus
SH0954975.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Metarhizium;Metarhizium_sp;Metarhizium;genus
SH0954991.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Clavicipitaceae_gen_unspecified;Clavicipitaceae_sp;Clavicipitaceae_gen_unspecified;genus
SH0955503.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavariaceae_gen_unspecified;Clavariaceae_sp;Clavariaceae_gen_unspecified;genus
SH0955610.10FU;1,5;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;species
SH0955613.10FU;1,5;Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Syncephalis;Syncephalis_sp;Syncephalis;genus
SH0955673.10FU;1,5;Fungi;Chytridiomycota;Rhizophlyctidomycetes;Rhizophlyctidales;Rhizophlyctidaceae;Rhizophlyctis;Rhizophlyctis_rosea;Rhizophlyctis_rosea;species
SH0956151.10FU;1,5;Metazoa;Annelida;Clitellata;Enchytraeida;Enchytraeidae;Cognettia;Cognettia_chlorophila;Cognettia_chlorophila;species
SH0959391.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;Cladophialophora_sp;Cladophialophora;genus
SH0959430.10FU;1,5;Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Powellomycetaceae;Powellomycetaceae_gen_unspecified;Powellomycetaceae_sp;Powellomycetaceae_gen_unspecified;genus
SH0959634.10FU;1,5;Fungi;Zoopagomycota;Zoopagomycetes;Zoopagales;Piptocephalidaceae;Piptocephalis;Piptocephalis_sp;Piptocephalis;genus
SH0959883.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Thelebolales;Pseudeurotiaceae;Connersia;Connersia_sp;Connersia;genus
SH0960106.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Parapyrenochaetaceae;Quixadomyces;Quixadomyces_hongheensis;Quixadomyces_hongheensis;species
SH0961975.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0961977.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0963057.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0964934.10FU;1,5;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Pyronemataceae_gen_unspecified;Pyronemataceae_sp;Pyronemataceae_gen_unspecified;genus
SH0971990.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Mycosphaerella;Mycosphaerella_etlingerae;Mycosphaerella_etlingerae;species
SH0972011.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Mycosphaerellaceae_gen_unspecified;Mycosphaerellaceae_sp;Mycosphaerellaceae_gen_unspecified;genus
SH0972014.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Neoceratosperma;Neoceratosperma_alsophilae;Neoceratosperma_alsophilae;species
SH0972027.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Paramycosphaerella;Paramycosphaerella_intermedia;Paramycosphaerella_intermedia;species
SH0972050.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Neoceratosperma;Neoceratosperma_yunnanense;Neoceratosperma_yunnanense;species
SH0972147.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Mycosphaerellaceae_gen_unspecified;Mycosphaerellaceae_sp;Mycosphaerellaceae_gen_unspecified;genus
SH0972169.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Pseudocercospora;Pseudocercospora_araliae;Pseudocercospora_araliae;species
SH0972187.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;Dothistroma;Dothistroma_pini;Dothistroma_pini;species
SH0972373.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0974791.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellomycetes_ord_unspecified;Tremellomycetes_fam_unspecified;Tremellomycetes_gen_unspecified;Tremellomycetes_sp;Tremellomycetes_gen_unspecified;genus
SH0981081.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Eurotiales;Elaphomycetaceae;Elaphomyces;Elaphomyces_papillatus;Elaphomyces_papillatus;species
SH0984784.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_fam_unspecified;Agaricales_gen_unspecified;Agaricales_sp;Agaricales_gen_unspecified;genus
SH0996129.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus_sp;Hymenoscyphus;genus
SH0996131.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Hymenoscyphus;Hymenoscyphus_sp;Hymenoscyphus;genus
SH0996653.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;Amanita_sp;Amanita;genus
SH1004109.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinellus;Coprinellus_ovatus;Coprinellus_ovatus;species
SH1008224.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH1012296.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_unspecified;Microbotryomycetes_fam_unspecified;Microbotryomycetes_gen_unspecified;Microbotryomycetes_sp;Microbotryomycetes_gen_unspecified;genus
SH1012760.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;Lycoperdon_utriforme;Lycoperdon_utriforme;species
SH1016768.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH1016815.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH1017270.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_anomalus;Cortinarius_anomalus;species
SH1018748.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_sp;Cortinarius;genus
SH1019593.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Dissophora;Dissophora_globulifera;Dissophora_globulifera;species
SH1025685.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Trichoderma;Trichoderma_oblongisporum;Trichoderma_oblongisporum;species
SH0749487.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypocreaceae_gen_unspecified;Hypocreaceae_sp;Hypocreaceae_gen_unspecified;genus
SH0757519.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_unspecified;Pleosporales_gen_unspecified;Pleosporales_sp;Pleosporales_gen_unspecified;genus
SH0782680.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_unspecified;Sordariales_gen_unspecified;Sordariales_sp;Sordariales_gen_unspecified;genus
SH0811068.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Ostropales;Ostropales_fam_unspecified;Ostropales_gen_unspecified;Ostropales_sp;Ostropales_gen_unspecified;genus
SH0818506.10FU;1,5;Fungi;Ascomycota;Ascomycota_cls_unspecified;Ascomycota_ord_unspecified;Ascomycota_fam_unspecified;Ascomycota_gen_unspecified;Ascomycota_sp;Ascomycota_gen_unspecified;genus
SH0832500.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariomycetes_ord_unspecified;Sordariomycetes_fam_unspecified;Sordariomycetes_gen_unspecified;Sordariomycetes_sp;Sordariomycetes_gen_unspecified;genus
SH0853498.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Homophron;Homophron_cernuum;Homophron_cernuum;species
SH0857096.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chloridium;Chloridium_gamsii;Chloridium_gamsii;species
SH0859434.10FU;1,5;Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;Spizellomycetales_fam_unspecified;Spizellomycetales_gen_unspecified;Spizellomycetales_sp;Spizellomycetales_gen_unspecified;genus
SH0863494.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Crepidotaceae;Crepidotus;Crepidotus_sp;Crepidotus;genus
SH0867259.10FU;1,5;Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Microbotryomycetes_fam_Incertae_sedis;Microbotryomycetes_fam_Incertae_sedis_gen_unspecified;Microbotryomycetes_fam_Incertae_sedis_sp;Microbotryomycetes;class
SH0882491.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliales_fam_unspecified;Orbiliales_gen_unspecified;Orbiliales_sp;Orbiliales_gen_unspecified;genus
SH0904076.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0906154.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypomyces;Hypomyces_sp;Hypomyces;genus
SH0909933.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Orbiliaceae_gen_unspecified;Orbiliaceae_sp;Orbiliaceae_gen_unspecified;genus
SH0927772.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Dacampiaceae;Aaosphaeria;Aaosphaeria_arxii;Aaosphaeria_arxii;species
SH0941033.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Clavicipitaceae;Clavicipitaceae_gen_unspecified;Clavicipitaceae_sp;Clavicipitaceae_gen_unspecified;genus
SH0943698.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Pholiota;Pholiota_squarrosa;Pholiota_squarrosa;species
SH0948086.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_pura;Mycena_pura;species
SH0948088.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;Mycena_pearsoniana;Mycena_pearsoniana;species
SH0949324.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;Leptodontidium_sp;Leptodontidium;genus
SH0951130.10FU;1,5;Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Filobasidiella;Filobasidiella_sp;Filobasidiella;genus
SH0954288.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliales_fam_unspecified;Orbiliales_gen_unspecified;Orbiliales_sp;Orbiliales_gen_unspecified;genus
SH0955051.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Melanogaster;Melanogaster_broomeanus;Melanogaster_broomeanus;species
SH0963713.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiales;Leotiales_fam_unspecified;Leotiales_gen_unspecified;Leotiales_sp;Leotiales_gen_unspecified;genus
SH0965808.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;Psathyrella_cortinarioides;Psathyrella_cortinarioides;species
SH0966647.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiomycetes_ord_unspecified;Leotiomycetes_fam_unspecified;Leotiomycetes_gen_unspecified;Leotiomycetes_sp;Leotiomycetes_gen_unspecified;genus
SH0966651.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Leotiales;Leotiales_fam_Incertae_sedis;Alatospora;Alatospora_sp;Alatospora;genus
SH0974100.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Dothideomycetes_ord_unspecified;Dothideomycetes_fam_unspecified;Dothideomycetes_gen_unspecified;Dothideomycetes_sp;Dothideomycetes_gen_unspecified;genus
SH0984951.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;Inocybe_stellatospora;Inocybe_stellatospora;species
SH0988583.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Valsariales;Valsariaceae;Myrmaecium;Myrmaecium_fulvopruinatum;Myrmaecium_fulvopruinatum;species
SH0988752.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Lasiosphaeridaceae;Lasiosphaeris;Lasiosphaeris_sp;Lasiosphaeris;genus
SH0990268.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;Paxillus_cuprinus;Paxillus_cuprinus;species
SH1001653.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Russulales;Peniophoraceae;Asterostroma;Asterostroma_laxum;Asterostroma_laxum;species
SH1002614.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Ophiostomatales;Ophiostomataceae;Sporothrix;Sporothrix_inflata;Sporothrix_inflata;species
SH1004598.10FU;1,5;Fungi;Fungi_phy_unspecified;Fungi_cls_unspecified;Fungi_ord_unspecified;Fungi_fam_unspecified;Fungi_gen_unspecified;Fungi_sp;Fungi_gen_unspecified;genus
SH1010641.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Acarosporales;Acarosporales_fam_unspecified;Acarosporales_gen_unspecified;Acarosporales_sp;Acarosporales_gen_unspecified;genus
SH1017446.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;Cortinarius_sp;Cortinarius;genus
SH1019562.10FU;1,5;Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierellaceae_gen_unspecified;Mortierellaceae_sp;Mortierellaceae_gen_unspecified;genus
SH0737365.10FU;1,5;Fungi;Ascomycota;Lecanoromycetes;Lecanoromycetes_ord_unspecified;Lecanoromycetes_fam_unspecified;Lecanoromycetes_gen_unspecified;Lecanoromycetes_sp;Lecanoromycetes_gen_unspecified;genus
SH0742156.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0742359.10FU;1,5;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;unspecified;species
SH0749481.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Arachnocrea;Arachnocrea_stipata;Arachnocrea_stipata;species
SH0750275.10FU;1,5;Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Monacrosporium;Monacrosporium_drechsleri;Monacrosporium_drechsleri;species
SH0757530.10FU;1,5;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Melanommataceae_gen_unspecified;Melanommataceae_sp;Melanommataceae_gen_unspecified;genus
SH0764448.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0782675.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Bombardiaceae;Fimetariella;Fimetariella_sp;Fimetariella;genus
SH0807166.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Octaviania;Octaviania_asterosperma;Octaviania_asterosperma;species
SH0811627.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0813546.10FU;1,5;Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Herpotrichiellaceae_gen_unspecified;Herpotrichiellaceae_sp;Herpotrichiellaceae_gen_unspecified;genus
SH0818252.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Physalacriaceae;Hymenopellis;Hymenopellis_radicata;Hymenopellis_radicata;species
SH0821249.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricales_fam_Incertae_sedis;Cystoderma;Cystoderma_clastotrichum;Cystoderma_clastotrichum;species
SH0830944.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;Entoloma_tenellum;Entoloma_tenellum;species
SH0835173.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;Serendipita;Serendipita_sp;Serendipita;genus
SH0840694.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
SH0841085.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;Trechispora_sp;Trechispora;genus
SH0841105.10FU;1,5;Fungi;Basidiomycota;Agaricomycetes;Agaricomycetes_ord_unspecified;Agaricomycetes_fam_unspecified;Agaricomycetes_gen_unspecified;Agaricomycetes_sp;Agaricomycetes_gen_unspecified;genus
SH0842739.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Hypocreales;Hypocreaceae;Hypomyces;Hypomyces_mycophilus;Hypomyces_mycophilus;species
SH0845138.10FU;1,5;Fungi;Ascomycota;Sordariomycetes;Sordariales;Neoschizotheciaceae;Apodus;Apodus_deciduus;Apodus_deciduus;species
SH0845584.10FU;1,5;Fungi;Basidiomycota;Basidiomycota_cls_unspecified;Basidiomycota_ord_unspecified;Basidiomycota_fam_unspecified;Basidiomycota_gen_unspecified;Basidiomycota_sp;Basidiomycota_gen_unspecified;genus
SH0846081.10FU;1,5;Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiales_fam_unspecified;Helotiales_gen_unspecified;Helotiales_sp;Helotiales_gen_unspecified;genus
SH0849018.10FU;1,5;Fungi;Rozellomycota;Rozellomycota_cls_unspecified;Rozellomycota_ord_unspecified;Rozellomycota_fam_unspecified;Rozellomycota_gen_unspecified;Rozellomycota_sp;Rozellomycota_gen_unspecified;genus
